company_name,industry,website,telephone,fax,address,address_maplink,email
Camping Lac des Brenets,Inserate,http://www.camping-brenets.ch/,tel:032 932 16 18,fax:032 932 16 39,2416 Les Brenets,https://www.google.com/maps/place/undefined+2416+Les%20Brenets,info@camping-brenets.ch
Elektro Capaul AG,Elektroinstallation,,tel:081 511 20 22,fax:081 511 20 21,"Promenada 3
7018 Flims Waldhaus",https://www.google.com/maps/place/Promenada%203+7018+Flims%20Waldhaus,website not accessible
Parkhotel Bellevue & Spa,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.parkhotel-bellevue.ch/,tel:033 673 80 00,fax:033 673 80 01,"Bellevuestrasse 15
3715 Adelboden",https://www.google.com/maps/place/Bellevuestrasse%2015+3715+Adelboden,INFO@BELLEVUE-PARKHOTEL.CH
Supersaxo Gerold,Malerei und Gipserei ohne ausgeprägten Schwerpunkt,,tel:g.supersaxo@valaiscom.ch,fax:027 957 45 16,"Haus Rio
3906 Saas-Fee",https://www.google.com/maps/place/Haus%20Rio+3906+Saas-Fee,website not accessible
Jenni Baumaschinen AG,"Grosshandel mit Bergwerks-, Bau- und Baustoffmaschinen",http://www.rammax.ch/Joomla/,tel:041 920 36 62,fax:041 920 35 34,"Haldenmattstrasse 2
6210 Sursee",https://www.google.com/maps/place/Haldenmattstrasse%202+6210+Sursee,bad link
Markus Bernhard,Informatikunterricht,http://www.e-leistung.ch/,tel:032 355 35 54,,"Gasse 11
2553 Safnern",https://www.google.com/maps/place/Gasse%2011+2553+Safnern,bad link
Robert Huber Autocenter AG,lnstandhaltung und Reparatur von Automobilen,http://www.autocenter-zufikon.ch/,tel:056 619 17 07,,"Dorfmattenstrasse 2
5612 Villmergen",https://www.google.com/maps/place/Dorfmattenstrasse%202+5612+Villmergen,
Bräm AG,lnstandhaltung und Reparatur von Automobilen,,tel:071 844 00 30,fax:071 844 00 32,"Rietlistrasse 1
9403 Goldach",https://www.google.com/maps/place/Rietlistrasse%201+9403+Goldach,website not accessible
Eni Bau GmbH,Allgemeiner Hochbau,,,,"Sägestrasse 21
8952 Schlieren",https://www.google.com/maps/place/S%C3%A4gestrasse%2021+8952+Schlieren,website not accessible
Peter Wingling,Betrieb von Sportanlagen,http://www.tanz.ch/,tel:071 222 79 22,,"Widestrasse 2
8580 Hefenhofen",https://www.google.com/maps/place/Widestrasse%202+8580+Hefenhofen,bad link
