company_name,industry,website,telephone,fax,address,address_maplink,email
Wohnbaugenoss.Reigoldswil,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",,tel:061 941 21 72,fax:061 943 10 06,"Ischlagweg 19
4418 Reigoldswil",https://www.google.com/maps/place/Ischlagweg%2019+4418+Reigoldswil,website not accessible
Silvestro Castelli GmbH,Werbeagenturen,,tel:041 203 27 70,,"St.Karlistrasse 13b
6004 Luzern",https://www.google.com/maps/place/St.Karlistrasse%2013b+6004+Luzern,website not accessible
Erwin & Bruno Brühwiler AG,Schreinerarbeiten im Innenausbau,http://www.bruehwiler-schreinerei.ch/,tel:071 969 69 00,fax:071 966 13 05,"Fischingerstrasse 108
8372 Wiezikon b. Sirnach",https://www.google.com/maps/place/Fischingerstrasse%20108+8372+Wiezikon%20b.%20Sirnach,info@bruehwiler-schreinerei.ch
Markus Hirt,Herstellung von Traubenwein,,tel:032 323 50 91,,"Dorfgasse 3
2514 Ligerz",https://www.google.com/maps/place/Dorfgasse%203+2514+Ligerz,website not accessible
Regionalagentur Stefan Beer,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.k-a-b.ch/,tel:079 651 72 50,,"Rütiweg 13
3114 Wichtrach",https://www.google.com/maps/place/R%C3%BCtiweg%2013+3114+Wichtrach,F2MS_frontal_web_quadrat@2x.png
ISELE AG,"Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel",http://www.iseleag.ch/,tel:071 844 00 10,fax:071 844 00 15,"Seestrasse 13
9326 Horn",https://www.google.com/maps/place/Seestrasse%2013+9326+Horn,info@iseleag.ch
Garage Gretener AG,lnstandhaltung und Reparatur von Automobilen,,tel:056 668 22 77,fax:056 668 22 77,"Rüstenschwil 9
5644 Auw",https://www.google.com/maps/place/R%C3%BCstenschwil%209+5644+Auw,website not accessible
,,,,,,,website not accessible
Schuh Wehrli,Detailhandel mit Schuhen,http://www.schuhwehrli.ch/,tel:052 212 66 20,fax:052 212 66 28,"Stadthausstrasse 65
8400 Winterthur",https://www.google.com/maps/place/Stadthausstrasse%2065+8400+Winterthur,website not accessible
Armin Seger,Wirtschafts- und Arbeitgeberverbände,,tel:044 860 29 84,fax:044 862 04 72,"Kreuzareal 7
8180 Bülach",https://www.google.com/maps/place/Kreuzareal%207+8180+B%C3%BClach,website not accessible
"Hotel Park, Frei Rolf","Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.hotel-park.ch/,tel:027 971 13 66,fax:027 971 13 70,"Hejistrasse 60
3984 Fiesch",https://www.google.com/maps/place/Hejistrasse%2060+3984+Fiesch,hotel-park@rhone.ch
"Coiffeur Jeunesse, Jwan Müller",Coiffeursalons,http://www.1878.ch/salon/,tel:056 633 22 55,,"Rechengasse 15
5620 Bremgarten AG",https://www.google.com/maps/place/Rechengasse%2015+5620+Bremgarten%20AG,info@1878.ch
Malu AG,Grosshandel mit Lederwaren und Reiseartikeln,http://www.malu-ag.ch/,tel:062 209 57 75,,"Industriestrasse West 24
4613 Rickenbach SO",https://www.google.com/maps/place/Industriestrasse%20West%2024+4613+Rickenbach%20SO,
Instalélec Sàrl,Elektroinstallation,,,,"Zone Industrielle Rosses 16
1893 Muraz (Collombey)",https://www.google.com/maps/place/Zone%20Industrielle%20Rosses%2016+1893+Muraz%20(Collombey),website not accessible
Garage Allemann AG,lnstandhaltung und Reparatur von Automobilen,http://www.garage-allemann.ch/,tel:032 685 78 15,,"Allmendweg 8
4528 Zuchwil",https://www.google.com/maps/place/Allmendweg%208+4528+Zuchwil,info@garage-allemann.ch
