company_name,industry,website,telephone,fax,address,address_maplink,email
c+j immo AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",,,,"Industriestrasse 21
6055 Alpnach Dorf",https://www.google.com/maps/place/Industriestrasse%2021+6055+Alpnach%20Dorf,website not accessible
Dr.iur. Marco Ettisberger,"Advokatur-, Notariatsbüros",http://www.eplaw.ch/,tel:081 254 38 00,fax:081 254 38 09,"Hinterm Bach 40
7002 Chur",https://www.google.com/maps/place/Hinterm%20Bach%2040+7002+Chur,
Techno AG,Grosshandel mit Automobilteilen und -zubehör,,tel:061 717 90 00,fax:061 711 38 58,"Butthollenring 31
4147 Aesch BL",https://www.google.com/maps/place/Butthollenring%2031+4147+Aesch%20BL,website not accessible
Tableaubau Vogt AG,Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a. n. g.,http://www.tableaubauvogtag.ch/,tel:062 391 14 57,fax:062 391 56 88,"Brunnersmoosstrasse 15
4710 Balsthal",https://www.google.com/maps/place/Brunnersmoosstrasse%2015+4710+Balsthal,bad link
S. KNEUBÜHLER AG,"Bauschreinerei, Fenster und Türen",http://www.skneubuehler.ch/,tel:062 756 23 13,,"Egolzwilerstrasse 3
6244 Nebikon",https://www.google.com/maps/place/Egolzwilerstrasse%203+6244+Nebikon,
Hotel Aarehof,Bewertungen,http://www.aarehof.ch/,tel:062 887 84 84,fax:062 887 84 85,"Bahnhofstrasse 5
5103 Wildegg",https://www.google.com/maps/place/Bahnhofstrasse%205+5103+Wildegg,
Anne-Noëlle Jubelin,Sport- und Freizeitunterricht,http://www.village-project.org/,,,"Rue des 2 Gares 6b
1800 Vevey",https://www.google.com/maps/place/Rue%20des%202%20Gares%206b+1800+Vevey,8c4075d5481d476e945486754f783364@sentry.io
Künzle Schreinerei AG,Schreinerarbeiten im Innenausbau,http://www.kuenzleschreinerei.ch/,tel:071 422 32 32,fax:071 422 48 78,"Espenweg 9
9220 Bischofszell",https://www.google.com/maps/place/Espenweg%209+9220+Bischofszell,info@kuenzleschreinerei.ch
ABL Ablaugerei Schweiz GmbH,Holzhobelwerke und Holzoberflächenbehandlung,http://www.ablschweiz.ch/,tel:058 360 58 00,fax:058 360 58 10,"C.F.L.Lohner-Strasse 26b
3645 Gwatt (Thun)",https://www.google.com/maps/place/C.F.L.Lohner-Strasse%2026b+3645+Gwatt%20(Thun),info@ablschweiz.ch
HS Steiner Fahrzeug- + Kranbau GmbH,Grosshandel mit sonstigen Maschinen und Ausrüstungen,,tel:052 378 22 47,fax:052 378 23 16,"Aadorferstrasse / Waldweg 1
9546 Tuttwil",https://www.google.com/maps/place/Aadorferstrasse%20/%20Waldweg%201+9546+Tuttwil,website not accessible
Wein-post.ch,Grosshandel mit Wein und Spirituosen,http://www.wein-post.ch/,,,"Oberdorfstrasse 14
6207 Nottwil",https://www.google.com/maps/place/Oberdorfstrasse%20%2014+6207+Nottwil,8c4075d5481d476e945486754f783364@sentry.io
Hotel & Gasthof Weinhof,"Verwaltung von Hotels, Gasthöfen und Pensionen",,tel:062 756 19 51,,"Luzernerstrasse 20
6252 Dagmersellen",https://www.google.com/maps/place/Luzernerstrasse%2020+6252+Dagmersellen,website not accessible
Hotel Residenz Edelweiss Bellwald,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.edelweiss-bellwald.ch/,tel:027 971 35 71,,"Wilera 474
3997 Bellwald",https://www.google.com/maps/place/Wilera%20474+3997+Bellwald,website not accessible
Girojet AG,Reinigung a. n. g.,http://www.heizungswasser.ch/,tel:043 299 09 33,fax:043 299 09 63,"Aaweiherstrasse 3
8810 Horgen",https://www.google.com/maps/place/Aaweiherstrasse%203+8810+Horgen,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com
W.O.B. Bautech GmbH,Dachdeckerei,,,,"Schwybogenstrasse 11
6386 Wolfenschiessen",https://www.google.com/maps/place/Schwybogenstrasse%2011+6386+Wolfenschiessen,website not accessible
Reding Gärten AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.reding-gaerten.ch/,tel:056 441 52 36,fax:056 441 56 89,"Winkelstrasse 2
5223 Riniken",https://www.google.com/maps/place/Winkelstrasse%202+5223+Riniken,%69%6e%66%6f@%72%65%64%69%6e%67-%67%61%65%72%74%65%6e.%63%68
Bee Architekten AG,Architekturbüros,http://www.bee-architekten.ch/,tel:031 790 23 23,,"Emmentalstrasse 11
3510 Konolfingen",https://www.google.com/maps/place/Emmentalstrasse%2011+3510+Konolfingen,info@bee-architekten.ch
KMS Treuhand & Revisions AG,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,,tel:032 391 70 10,,"Stadtplatz 38
3270 Aarberg",https://www.google.com/maps/place/Stadtplatz%2038+3270+Aarberg,website not accessible
